state,zipcode,purchases,sex,golf,travel,fashion,outdoors,technology,economic class,offer,exposure id
MS,43396,1686.59,F,0,1,0,1,0,Working,YellowSeal,"b'\x00\xdfOX\x9c\t\x97\xc8\xdcz\xce\xc2L/\xe2\x7f""\xe4\x16\xfa\x8f\xa2/^\x08\x1f\xd0\x1e\x95\xaed\xde'"
MS,36592,13320.44,M,0,0,0,0,0,Affluent,GreenLemur,b'\xe5\x8f\x10B=Z\xa9\xe6Y$\xf0\xbf\xfc{\xe9n\x01\xcf\xf0J\xc1/\xe1\x10\xe4\xd7\x93\x9ew9\xd4\xaa'
ND,71901,9266.26,F,0,0,0,0,0,Poor,YellowSeal,b'v\x9a\x9a\xdb\xdf8\xc9o\t\xbb\x17\xac\xdb\x86\x01\xffh\xfc\x8d\xae\xa9\xee\xeb\xb3\x0f-\x83\x0e\xb6\x0cW\xec'
WA,9517,5450.41,F,0,0,1,1,0,Middle,RedMouse,"b'0\x19}ss\x16b/\xb92\x04N\xb3""Uxw\xfd\xc8\xc4a\x9bsAM\xb2=\x19\xca2\x9b\xce'"
PR,43450,1251.5,M,0,0,0,0,0,Working,BlueElephant,b'\xb8\xab\x9c\x8e\xebQ\xa0\xc3\xb3\xb6S\xca\x08\xe7sl\xc9J\xadx-\xe4P\xcdw\xda\n\xb7\xcf3\x02\xe2'
ME,53880,10204.25,F,0,1,0,0,0,Destitute,YellowSeal,b'\x88dq\x90\x02\xb3?\x14\x8fh\xcc\xdc\xd7I^X.i\xd7 :{\xf8\xa6*\xed\xb0*\xde\xb4\xedR'
CT,48778,5513.1,F,0,0,0,1,1,Affluent,YellowSeal,"b""\x08\x96\xf1\x03\x08\xd2\xf6\xb6\x0fn]\xe5\xc7\x01\xd1\xf7\x0b\x02\x1d'\xea\x17J]}\x9e\xdb\xea5U\x9b\x0b"""
ME,60858,5986.98,F,0,1,0,0,0,Poor,YellowSeal,"b'\xea\x1fA.\xa8\xa2Z\t\xdd\x14$\x0e\xfb\xb2#\x03\xb04TF\xbc\x95\xc6\xa2\xe7\xba,\xd8A3\xb9;'"
MI,29377,12218.97,F,0,0,0,0,0,Working,GreenLemur,b'\xabk\xd33\x18#<#\x8c\xd3\xfc\xb4\x11]\xbb\xa6\xe1\xc8Q\x04\x9b\x88\xe1\x0e\x8e\xef\xa8\x01\xf5\xe9Gb'
VA,96918,13330.79,M,0,1,0,0,0,Poor,YellowSeal,b'J\xb9M\x13\x94\x02-\xe5\xa2\x1a\x13\xa4\xe9\x7f\xe2M(\xc7\xd9\xec\xdff\x9e}\xabE\xef\x11\xcb\x18\xf5/'
NM,95329,2530.72,M,0,1,1,0,0,Poor,BlueElephant,"b'\x84\xbc\x9aK\xcb}?\xf7\xef\xee\xfd\x03\xd6\x14,\xf6\xc4\x07\xa4\xf3k\xf13\x86@\x1b\x8a6\r\x16\xcf\xc7'"
NH,86528,524.34,F,0,1,1,0,0,Affluent,RedMouse,b'\xfb\xe5$O4W\x1an\x9d\xd2U\x11gD\x8b\xe0\xca`\x029\x0c\xbd\x8c\x90#A\x18\xae\xff\x88)N'
OK,9596,4341.77,M,0,1,0,0,0,Middle,GreenLemur,b'c\xff\xb5\xeb\xd6\x8a?\x036\xe6\xc63\xee\x84P\x94\xc5j8\x02\xad\xc7y\xf6AR\xdd\xcc\xbe\x82:\xe9'
PR,96903,14565.12,M,0,0,1,0,0,Affluent,PurpleBear,b'\xfer\x8c%*\xeb\xd3\x08\x17\x92\xe9H\x1fW#zJ\xac\xad\xe6\xe9/\xdd\xab\x08]\x94\xab@5\\\xb6'
ND,84162,8814.3,F,0,1,0,0,0,Middle,GreenLemur,"b'\xe5\xd6\x1fd\xddn\x16\xbb\xc5\x17\x91\x93\xa8R,\x1f\x08\x13\xd8P_Y\x08\xaa\xee\x97\xdd\xa6;\x89\xcbF'"
IN,66259,5235.67,M,0,1,0,0,1,Working,GreenLemur,b'OVc\xda<i\n\xf7@\xb4\xda)\xc4\xf4N\xfa\x94;\xefg\x94\xad\xddg\xf4:\x99\xc5z\x8f[c'
PW,86946,8772.92,F,0,0,0,0,0,Middle,BlueElephant,"b""'\xb3g\xdc\x0fv\xad^6\xf6\xc0u\xc1\xfd\xb5\xf7\xe2\xceT\xbd\xc7\x128\xd9~nHr\x02\xcf\xd5\x9c"""
CA,55044,1247.38,F,1,0,0,1,0,Affluent,YellowSeal,"b'\x89\x96A\xcd\xcb\xadL\xed\xfd\xab%\xe7\xfb\x16\xeb?\xc5\x19&""\xb9:Y\xf7\xef\x89\xef!\xc6\xe9)\xde'"
GU,62846,13115.77,M,0,0,0,0,0,Poor,GreenLemur,b'\x97Pm\xb3\xeb[\xd6\xbd\x021\x93\x00|\xc0\xd8\xed*\xc9\x0f\xb8\x86n\\9\x98\x9a\x95K\x19\x89\x1b\x9a'
LA,14924,11142.63,F,0,1,1,0,0,Working,BlueElephant,"b'\xdbx\x13\xbe\x8d\x87%\x821K\x98\x1c\xa9\xd4\x90r\xf2&\xc7W,&C\x03\xfb\x1e$HG9\x18\x81'"
TN,88537,1573.0,F,0,1,1,0,0,Poor,GreenLemur,"b'""\xa4\xcb*lsf-\x84\xac60?d\xe5\x91\x8eg\xa2\xd9\x8f\x07`\xcb\x9cZ\x00\xfb\x8f$\x99\x87'"
SD,26175,3319.67,F,0,0,1,0,0,Affluent,YellowSeal,"b'Zm\xa5""\xdd\xb7\n-\xff;i\xa6\x87\x0fk=L\xacpe9q\xa1\x8c\xe1\xf4\x87\xe4^7\xd1\xe1'"
ID,12615,883.1,M,0,0,0,0,0,Middle,GreenLemur,"b'\xf6\x16p\xbd\xc9\x08\xf0\x82\xb7\x90\x8e\\\xd5\xdaU\r0jL\xf5}5\x1bR\x01vd\xf7\xb3""O\xa0'"
UT,1893,13096.08,F,0,1,0,1,0,Working,RedMouse,"b'\n\n\x14`\xea""\xf6\xdbpJ\xa0\x97\xf9\xbe\x81C\xfb\xd8{LP7\x94_\xb3\xf9d\xc9\n\x8a\x0c\x03'"
DC,18473,14430.5,M,0,0,0,0,0,Middle,PurpleBear,"b'\xba@\x144\xb3""\x1fa2~\x08\xc9\xe5\xee\x10Y\xd6Q\xa9|\xd1R\xf9U\x97fp\x97\x81K/\n'"
PW,2252,8493.34,F,1,0,1,1,0,Affluent,BlueElephant,b'/fD\x8f\x9f[\xc1\x8e]N[O\t\xc1\x07\x95B#\x10]\xe0\t\x15\xd3I\x9b\x85\xc8O\xc8\xb0W'
DC,73151,11339.3,M,0,1,0,0,0,Middle,BlueElephant,b'\xae\xe0\x9d)\xd3\x11Q\xcf\x05F\xcb\x0e0s\x90\x07\xf1\xb7\xd0\xbf\x13\xb1i\x80J\xab\xc8$\x08\xec\x11Z'
TX,66229,4478.74,M,1,0,0,1,0,Affluent,YellowSeal,b'\xf7K\xe8N`5\xf6S\x1fSzmo\xf3?$?|*P\x93\xd6:\x05\x85\x80\xc0\x0cw[`='
AS,4441,4627.57,M,0,0,0,0,0,Middle,YellowSeal,b'\xf8\x16\xe8T\xb9<\x87\x91\x9c\xc4\xcc\x8c\x98\x8c\x17\xd8=/ 6D\xf6\xc7\xea_\xa3\x9c\xb4G\xb3Nc'
KY,69835,8394.15,M,0,1,0,0,0,Affluent,RedMouse,"b""uR\xc5\xa1\x0f\xb9\x03\xe0\x88o\xcd\xbd#\xe4\xc7('\x8dL,)\xc1x\xb6\x8b\x95\xf0L\xb5Ht\xc1"""
PW,30503,312.02,F,0,0,0,0,0,Affluent,PurpleBear,"b'\xe8\xbdr!\xdb\xda.WU""\xb3\x91\xd6\xbc\x1c&H\xcau(\x9bm\x8c\xc9\xfb\xf8\xf0R\x05\xb5-T'"
AZ,61003,9100.78,F,0,0,1,0,0,Affluent,YellowSeal,b'n\xad\xe3\x8fk\x9bd\x86\xe9\xe7o\x00\x83nd\xde\xfc\xa2\x98\xf0\xd6\x83\xeb\xee\x9f>\xff@\x19Z\x0e\xdd'
SD,54166,3102.07,M,0,1,0,1,0,Working,BlueElephant,b'\n\xd1\xa3\xf6\x84\xd0\x83C\x8c\xac\x85\x88\xbfk\x1d\xb1\\\xaak+\x07K\xb8\x17\xa1\x9a\xbe\xeb\xc8\xaf/\x83'
NM,70917,4602.0,F,0,1,1,0,0,Poor,YellowSeal,b'\xdf\xd9\xb7\xb8N\xc5K\x9b\xce\x9a7\xef\xec\x18z\xd9\x8a\x89RF\xc8q\x8c\xdc\xfdMm\xde\xb0\xd3\xd8\xa7'
AL,26085,12006.91,M,0,0,0,0,1,Affluent,GreenLemur,"b""\x7fc\xcf\xe3\x89\x83\xc5\xa7\xc6\x9c\x83W\x89\x07\xf9\xaf\xfaU5\x1fP'\x8dZ\x99\xc6\xab\x1ex\x9d\xac\xa0"""
VI,88673,14059.95,M,0,1,1,1,0,Middle,BlueElephant,b'\xc3=\xdfTi\xb1\xb6\xeb\x9b\xe5\xfe\xa8\xcc\xfcW\x0b\xf1\x93\x1b\x8c\x06\xbd\x87\xc06\xc49)\xa9\xdf\x934'
UT,11143,6662.92,F,1,0,1,0,0,Affluent,YellowSeal,b' \x00\xc2c\xde\xc2\x90O\x89\xa7\xa4R\xc4\xfd9\xba\x9f\xb4O\xeeD1\xeea4.eKo\xafS\x93'
MT,26272,10543.25,F,0,0,1,1,0,Middle,BlueElephant,b'zv\x0c\xab\xaf\xdfu|\x17\x12\x7f\xe6)G(R\xd8\x05-\xf7;b\x900nkJKe\xcc\x12\x8b'
IN,68753,10312.78,M,0,1,0,1,0,Affluent,PurpleBear,b'\xa0i\xcc\xef\x00\xe9\x8d\x9b\xf0\xf56;\xda\xab\x16Hh\xcb\xfc\t\x15W1\xb1O\xe1\xa1\xbc\xc0\x9e5+'
NH,73673,3452.99,M,0,0,1,1,0,Poor,GreenLemur,"b'\x80A^>`\xe4\xb6 .\xea\xe9\xb5[^\x08Z>$\xe2\xe0\xc9\x8f\x84\xd5\xb4\xaf\x84\x17\xec\xd5""\xf9'"
VT,22254,6156.5,M,1,1,0,0,0,Poor,BlueElephant,"b'p.O9_\x08\x8e\\\xe1\x06\'DI\xf8\xbb\xab\xe1\xf7h(\xa3\xb7\xa2>""\rR\x97/\xe54\xd1'"
IN,66811,10999.15,F,0,1,0,1,0,Affluent,YellowSeal,b'\x85\xb6\xb7\xa7;\xd3\t\x02\xc5d\x1ey\xfd\x93\xf2~\xe2Yy`?\xa7&\x0c:\x0f5\xde%\xb7.h'
NY,18771,10374.08,M,0,1,0,1,0,Affluent,RedMouse,"b'\xf1\xa1\xd9\x921\xc4\xbb\xa2u\xfd\x8d\xacp\x04\xd7\x91\xbd""\xa4\xa5\xf8\x1f\r\x01k\xabI\x84q\xed\x1b\xaa'"
CT,27362,578.14,M,0,1,0,1,0,Affluent,BlueElephant,b'\xa5\xa7(+\xa7\x82T\xd6D\xbd\x7f\x02CiD\xe7\x9af\x1a\x90k\xdd\xbb\xcb\xeb\xe6\x81\xcd\xf8\xca3\xd8'
GA,91085,6985.89,F,0,0,0,0,0,Poor,BlueElephant,b'\x1a\xe6\xab\xff|\xbdo\xca\xef-\xc8Nu\x19\xb4c\x1fQ\x12\x92wDb\xb5\x98\xd1\xcc.\xf1\xb7\x87\xb6'
OH,79672,7731.15,F,0,0,0,1,0,Working,PurpleBear,b')\x867\x99\x02\xee2|\xc0?\x16\xca+\x1c\xda\x0foU\x01\x8eRX\xf2\xd5PR\xc7\x19\x1b)\xa8\xc8'
GA,66587,5891.33,M,0,0,0,1,0,Working,PurpleBear,"b""\xa9\xb7\xd7H\xf6\x91*\x0c\xf3'3R,F\xa1\nj\xde\xb6$E\xcf\xcf\x85\xbf)l\x8d\xe3\xf9\x1e\x99"""
CA,17253,2754.57,F,0,0,0,1,0,Working,BlueElephant,b'\xcb\x91@\x05\xe2\xd8J\xef\xc1\x8a\xef\xd7\xb0\x08P\n\xa7\x1ba\xb6\x1c\xf3 [\x97!\x98`\x9c\xd9\xb1U'
IL,28764,6797.88,F,0,1,1,0,0,Affluent,BlueElephant,b'\x87`\xcc\xbd\x82\x1e\xa2\xde\x8e\xf1\xfa\xeaG\x95\xc0\x1a^9&|i\xf4\ro\xb1\xab}\xa3N\xfbX\x87'
MS,62721,4055.65,F,0,0,0,0,0,Working,YellowSeal,b'W\xeaK\x1a\xbbX6\xa6\x95\xe6F\xfd\x18*U\x19s[_\xa6%gV\x14\x1b\x94\xcf3b\x7fF\x81'
AR,13702,793.75,M,0,0,1,1,0,Affluent,GreenLemur,b'\xe8\xe5G$\xb4\xe4\xb2\x9e\x8e\xcd\xa5\x07\xfe$\xb1Y\x85Q\xe4j\xf5\xcdn\xaeFd9\xdd\xf8\xb0.\xe5'
WY,2147,3842.75,F,1,0,0,0,0,Affluent,GreenLemur,"b"":\xda\xe63\xf0\x04\xdd\xdam'\x12\x08\xafi\xee\x0b{\x9e\x05+\t\xa1\xde\x17%\xcbO\x85;\x00l\xda"""
MH,28179,11400.35,F,0,1,0,0,0,Working,RedMouse,b'\xad\xc0t\xdd:\x92\xa1a\xd9\xfe\xd9\x99\x0f\x06\xb0\xdb\x90H\xe4\xad\xc4\x1d\x1f\x8f\x9cP\x8bV6\xab\x19U'
VI,89720,13413.45,M,0,0,0,0,0,Middle,PurpleBear,b')\xc2P\rm\xd51\x89\xef\xcdBQL(\xde\x9e#3\rq\xa5\xa5\xf7Py\x88\xe1b\x8e\x90\x19\x98'
MH,91153,12861.26,M,0,1,0,0,0,Middle,YellowSeal,b'\xd2|/ \xda\xe9a\x95\xb6qNS\x1d\x90\x81+\x00\xd9\xcb1\xa9\xf6\x01cO\x9d\x88\xdd@Q\xa1\x13'
KY,37295,14549.11,M,0,0,0,0,0,Working,GreenLemur,b'!\xcc\xc8+\xf3\xa5\x8ex\xbdX\xf6\x1a*\x16z\xae\xd5*#\xaf\x87\xddYs\x90\x9d\xda\xef\xc6 \xc9$'
CO,69367,10113.83,F,0,0,1,1,0,Poor,YellowSeal,"b'\xa5\xf4\xf3P\xe3""\xda\xdf\xfe\x89\x12\xaf\xb1\xd6\x9ar\xa6\xe9\xadn\xcb\xc2\xad\x01=\xa3$\x92`|\xc2m'"
AR,842,3730.04,M,0,0,0,1,0,Affluent,BlueElephant,"b'&\x82d7/\xef\xc3L\xb5\x08b|\x12""\x1eJr\'\xbc\x1a\xe2\x88I\x96d\x7f\xf7\x101\xbd\xe3e'"
MA,54532,2391.25,F,0,0,0,0,0,Middle,YellowSeal,b'\xd3#\x06\xee&\xbd\xc6\ng\xe6\x1f\xc5\x1e\xc0:c\x00=\xfa\xd9l\xe2\xe5\x87\xbc\xae\x18\x93\xd4\xfc\x8b\xbd'
NY,25926,2332.32,M,0,1,0,0,0,Middle,PurpleBear,b' \xe9\x98\x8c\xbe\x9b\xfd\x81c\x10\x93\xa4\x18\xcft\x0e\xfb\xa7\xe7\xa7Q*\x8e\xa6}\xf2\x02\xb8n\xe6c\xa9'
IN,81766,8817.85,F,0,1,1,0,0,Affluent,GreenLemur,b'v\xf7e\xefB\x8dQ\xb6\x83n\xb6Y\xc9\xeaC\x95Y\xb2h:\xa4\xea\x84z\xc4\xa4$\xc5\xdb$\x02l'
MD,53222,13506.58,M,0,0,1,0,0,Working,RedMouse,b'+\x0f\xc8\xea2@\xfd\x96\x92^;\xce\x0c\x92R 2T\xde\x04\xf6\x9eTFLKYs\x9c^\x0c\xb6'
SD,79986,4510.96,M,0,0,1,1,0,Destitute,PurpleBear,"b""\xbbX\x9a.'\x8f\x8b\xbd\x81\x80\xb5\xf2\xa5\x88\x10`\x134h$\xb5S\xa1;\x82\x99v\xfa\xe5?-="""
WA,32876,5086.62,F,0,0,0,1,0,Affluent,YellowSeal,b'\xf0!\x08\xf0\x97(\xa6!\xd4U\x80\x80(F\xb0\x02\xf4|\x98\\E4\xb1\xfabj\x07\x95lD\xadM'
MS,47710,3019.55,F,0,0,0,0,0,Middle,PurpleBear,"b'q\xb1\x9d_\x02""T\xf8b\xaa\xd7A\x8cY)j\x0c^\xf4\xe1\xaeQ:\x8a\x01(\xcb7\xa2\xaf\xc4\xb4'"
DE,41483,14745.6,F,1,0,0,0,0,Affluent,BlueElephant,b'\xfdY\x00nR\x1c!To\xf4t\xe7\xfd#\xd3\xa4\xda\x13p\xb3\xc6\xf1RV#>\x0b\x17\xb2\xc7`\x9b'
VA,75939,4034.45,F,0,0,0,1,0,Affluent,BlueElephant,"b""\xc6LD{\xe4'?eD\x00!\xe5\xa7\xe2\xde'\x89\xa9\xf9H\xec\x00\xfe\x03\xe62\xf6\x020\xee\xc5="""
NJ,82222,5184.14,F,0,1,0,1,0,Middle,BlueElephant,"b""=0Kr\x0et7\xd1\xfd\x83C\xc3\x0c'\xa6%\x8a\x86\xb5^\xbfz\xe7&\\\x8eC\xe5=xPG"""
OR,53167,3126.45,F,0,0,0,1,0,Middle,GreenLemur,b'\xca6f\x81\xb6\xac-E\xbb\xa6\x86\xaf\x89\x7f\xcc\x96z}q\xf5z)%\x9f\xdf{E\x16\xc8\xc9jw'
OH,92780,5019.99,M,0,1,1,1,0,Middle,YellowSeal,"b'GCA\xc3\xdfK""\xf2\xfb9n=\x02\x15\xec\xfc\xc4\xdf\x0e\xdc\xbc\xd1PN""\x07\x9aWp\x13\xe1\x96'"
WV,20458,5178.84,M,1,0,1,1,0,Working,PurpleBear,b'\xe2\xc7\x074P\xd4hrb\xca<\x00\x8a\xbf [\x0cl)d\x82A]\x18DY\x17VE\xe4\xa9\xcb'
ME,55193,10115.12,F,0,0,1,1,0,Middle,RedMouse,"b""'\xfe\xaf\xed\xf2\xf2\x8e\xb51YheF5\xad\xfaD$\x8f8\xab\x1d\x99H\x01!\xd6tD\x0cz\xa6"""
OK,88612,11751.2,M,0,0,0,1,1,Poor,PurpleBear,b'\xc22m5\x07\x80i\xee%\xf1)\x86f\xfb\xf6\x91\xf1`QQ\x04\x19\x1cM\x83{\x95\xbf\xf3\xd6\xe3\x0b'
OR,30072,11010.22,M,0,0,0,0,0,Affluent,GreenLemur,b'X\x8e\xc3}\x12\x98\x08\x85\x9c\x10J\xcb\xba0|\xca\xad\xd3|.Ew\x19\xd9\x10\xbb\xd4\x92\xbd\xd0\xff('
VA,21891,292.34,M,0,0,1,1,0,Poor,PurpleBear,b'X0f\x01`x\xf8\xec\rW|xA\xa4\x02\xdf\x01\xb7\xc9\xb1\x96\x83\xfdP\xf7{\xc1D\x1d\xe0;B'
HI,31832,8065.98,F,0,0,1,0,1,Middle,GreenLemur,"b'q\xb8@n\xffQ\xa7\n\xe3\x99\x1b\xc4\xad<\xe2,\x01#K\x0c\xe4""o\x94\xe4\x9e \xdb6z\xaf\xe7'"
DC,83868,537.61,M,0,1,0,1,1,Affluent,YellowSeal,"b""*\xf5\xd9(\x05)\x01i\xf7`m'\xb9@\xf4\xa1\xe9\x98$\x15\t\xc2L\x9b\x82j\x935\xe8\xfd\xee\x0b"""
CA,86252,12355.23,F,1,1,0,0,0,Working,PurpleBear,b'< t\x05\x95\x05\xb7\xed\xf9i\x9b\x10\x0e\x19\xb8>\xfe|0\xd8v\x94\xe3\x98*\xb8\xae\x19\x05\xc7?m'
ND,3305,10100.74,F,0,1,0,0,0,Middle,YellowSeal,"b'G\xcc\xeaBE~\xa4\xd7\x1bXxqr\xeaF\x08_RR\x0f,\x92\xf5\x97F\xe0\xe9$\xac\xc3\xc2\xa3'"
AK,26802,10349.15,M,0,0,0,0,0,Middle,PurpleBear,b'T`UK\x17\xf5u\xb5\xf49\xd3J\xfc\xf4\x9f\x8d\xcf\xdeg\xea\x08\xd3\xa7J]\xc6 \xd2kn\xd4\x13'
GA,65769,1198.28,M,0,1,0,1,0,Rich,BlueElephant,b'\x05\xb4r\xb5\x04j\x07z\xc3*\xcf\xd13\x84k\x87\xa7\x9c\xe4j\xad\xd0\xa3:\x18\xf3\xd1q-\xd0\x05\xae'
NJ,24384,2348.05,F,0,0,0,0,0,Affluent,GreenLemur,b'\xa7\xf6*ST\xdd\xf6S;L\x00\x14\xc4\x03\xf2\x03\r\xc9\xf0>5\xfd`9\x1a\x99\xde\xc2}\x84\xaa\xfb'
CO,51044,2045.6,M,0,0,0,0,0,Working,GreenLemur,"b'b2)\xb8g\x88\x8f/Ps\x9c""5\x8b\xf1\t:O\xef\xb8\x961\xba\xe9\xf1B-\xaf(\xbde\xdc'"
ND,92584,2906.05,F,0,1,0,1,0,Poor,PurpleBear,b'\x94%\xdf\xf1c\x81\xebS\xf99\xf6\xdb\x07\x83\x15j\x17\x069\x84\xe1\x9f.-&`\xa05\xde\x05\xaby'
HI,26593,7887.48,M,0,0,0,0,0,Working,BlueElephant,b'\xd7\xff-\x07\xf64\xf9 \xdc\xd2(D\x8e\xfb\x93\xc4\xecI\x19\xe2\xcb\xa2\xaa\xb0Xc\x9c#8_\xae<'
GA,3658,5970.37,M,0,0,0,0,0,Poor,GreenLemur,"b'_\xd1\xcf\xd7\xa1\x99\x08\xfawh\xe9>\x15*\xdf\xd70\xbcHmr#\xdb\xa0#\x1d\xd0\x03""\x1bd)'"
MH,56955,8521.52,F,0,1,0,1,1,Affluent,BlueElephant,b'\x8e\x81V7]\xf6?\xb9\xc5p\xd6d\x02\xe5]\xaf;\xb3~\xa0>\x93{\x0bs\x9a5\x1d*\xde\xc3-'
ID,28074,4972.29,F,0,0,0,0,0,Affluent,RedMouse,b'H\xda\x8b0\xe1I\x92\x02\x04\x8ec\x96B\x8d\x8e\xfft?\xf3\x90\x88\xf9\xdf\xf4Y\xe6_$5|\x8e\x81'
VA,85490,3326.53,F,0,1,0,1,0,Affluent,GreenLemur,"b'\x19\xbf\r\xa1\xd4\xad\xa0Y,|\xdf\xdd\xf5C\xa4\x8c\x87\xcd\x03\xa5\x81E\x1f\xbc\x18\x10G\x86@\xf0\n%'"
PW,48775,6015.25,M,0,0,0,0,0,Middle,GreenLemur,b'\xa7\xf7\xd4\x0fN\x11\xe6\xc2*W\xca\x12L+(34\xefI\xef\xd7\xeb\x04\x04\xc5I\xdf.\xba\xe6&b'
OH,99217,11211.57,M,0,0,0,0,0,Working,BlueElephant,b'\x0c\x1f\xeb\xff\x0c\x91\x86\xf8\x91\xa4\xc2\x00\x82\xf6\xbcbiK<\xc4\xc3\xffr\xf6\xab\xe5+/\xab\xe3\x08\xe1'
NY,33974,587.81,F,1,0,0,0,0,Affluent,YellowSeal,"b'9\x1eqL\x9b\x7f\xaa\xa1\xc6\xd0\x99\x999\x89\xc8\xe9\xa2\x01\x1eN_\xb7\xf3B\x05\xa9\xb3L\x7f\x06,\xeb'"
ND,85666,7482.68,M,0,0,1,0,0,Middle,RedMouse,"b""\xc1\x13B\xc7K\x9aa\xc7\x0fy%\xf8\xce\x08J\x01\x19d\x0c\x86\xb5\x1f\xdb\xab\x8c\x01\x10k\x99\xa5's"""
AL,45442,14657.31,M,0,0,1,0,0,Middle,GreenLemur,"b""41\xeex:\xce`P\xcc\xaa\xd9,:'\x0e#\x9d!\x10\xd9/%\xec\x1az\xf5C\xe6\x89\xed\xb8\x1e"""
WY,50029,5788.12,F,1,0,1,1,0,Working,PurpleBear,b'\x16\xc1\x05\xb1$\xda\x91\xdc\xf3z)\x16\xa9-^\xeb\x1a\x9d\xf5\xc8\x88\xb3\xe4\xc0\xf4f\xee\xa7\xc7h*\x89'
NE,12698,11708.0,M,0,1,0,0,0,Affluent,RedMouse,b'\xa0\x1e~\x9d`j\xf9/\t]R>\xf1$\xb6cNkjy\xeb\xaam7S\xf5\x8c\xe3\xa2\xefw\xc7'
VI,25772,1323.28,F,0,0,0,0,1,Rich,GreenLemur,"b'\xf8\x00&\x14\x80(.)\x1f$\x9a_\xe5\x1aT\xfe\xc4\xf7\x92\xe3F\xde\x95\x95\xd5\x8e\x0c\xc1\xac,\x1fX'"
FL,91019,1029.68,F,0,0,0,0,0,Middle,GreenLemur,b']\xf5\xfa\xce\x1c\xf7q\x8b\xfch\xeeZ\xdb\xfa\xfc\x05y@\x84\xfd|\x12C\x0b\xacd\xe9\xc28\x0c\x0c\xdb'
NM,67732,6576.4,M,0,1,0,1,0,Affluent,PurpleBear,b'\xb6\xb6hv8\x95\x85^\xbe\x01\x92\xbf\xad\xc8r>\n\x1eg\xabKv*\x92N<\x83\x9f2\x1c\\D'
WV,83379,8713.4,M,0,0,0,1,0,Middle,RedMouse,b'\xc0Go?\x12A\x1aH\xf9\xdb\xda\xe0\x8a\xe3\xeb\xf3\xebdS\x98S\x90\x85\x98g\xf2gq\xb6M\xb3\x86'
MS,89197,2033.74,F,0,0,0,0,0,Middle,PurpleBear,b'I\xfb2\x19\x89\xa8\xf3\x92\xc9\xad\x1e\xc8\xb9I}\xeb\x00\xfd_MLI\x8d\xa5\x0b4X\xa2\xd0M\x00\xdd'
WA,54467,8904.36,M,0,1,0,0,0,Working,PurpleBear,"b'a\x15\x9c\xfc\\\x17\xb4+\xc1\x95\xdet\x9d\xfc\x10\x07\x081\x04#\xf6#KY\xa0\xba\x85\xf4\x9b\xad\xc5""'"
NH,60507,11809.57,M,0,1,0,0,1,Middle,RedMouse,b'\xe2\xc9\x9b8\x8c\xc40\r}\xf9d`A\xcb\xd5w}_\xa4\x8e\xa9lA\x81\xdb>\xefp\xe4{}{'
ND,12237,1411.81,F,0,1,0,1,0,Middle,PurpleBear,b'\xa7\x1e\xed\xd7\xdf\xd4S\x8b\xfdg\xb2j\xf7L\xcf<\xbe\x9f\x00\x07\x02\x1d\xd7\x9bKR\x1a\x10\xf3rJE'
NC,42716,6504.42,M,0,1,0,0,0,Affluent,RedMouse,b'v\xfc\xc2\xc4\xd2\x02\xe2.\xba\n\xdd&\xd21\x1f\xcf\xfd\x9d\x0e\xc1\xed-\x19qX\x82\x94\x99_J\x0f\xe5'
AL,51936,3239.75,F,0,0,0,0,1,Middle,GreenLemur,b'_!\xa4\xe9\xd4\x9b\x0b\xbc6G0\xc2\xb5\xed\xfaI\xfe\x9a\xfa\x95\xad\xa4\xf3\xb4\xf5\xae\xa6Bl\x7f\x95\xe9'
GA,45777,11265.15,F,0,1,0,0,1,Destitute,BlueElephant,b'>\x8e\x08\x944)\xa4\x8a\xb4g\xe9\xc2~\xac\x92\xdb&\n\x92NFt\xc4\x1f\xe3\xbd\x88\x9f\x0c^\x93\xc5'
NJ,51860,1185.16,F,0,0,1,1,1,Middle,GreenLemur,b'I\xcb\x01\xcc:=\x81\xc1\xc3\xd2\x92\xe5Q\x8b\x9e\xa9\xce\x14\x0fM\xcf\xfa|!x\x15<_\xb9\xe6\xaaR'
IA,97308,2706.3,F,0,0,0,0,0,Middle,PurpleBear,"b'\xdb\x82>)\xda\xc8\xd0\xc9On\xa3S7\xc2\x9f\xd1\xe9\xef\xb9\xce,\xf4\xb1\xfc\xf4\xf9\xf8\x02\xafrGL'"
AL,53300,4942.87,F,0,0,1,0,0,Working,BlueElephant,b'\x89\x08\xfb\xf2YX\x8bL\xcf\x18=4\xda\xc0\x90\x19\x82\xf1\xb7$\xd6\xe9I\xce\x08t\xb4\xaf\xbe\xf5\xdc\xfc'
GU,62609,161.73,F,0,1,0,0,0,Affluent,BlueElephant,"b'\xfb\xf7\xc3O\xbc\x80S\xb4\xb0*L\x82\x84[\xfaB4$<\xb1D\x01\xf0W\x0f\xc9\xc9C<\xef,\x8a'"
FM,18410,13249.77,F,0,1,0,0,0,Working,RedMouse,b'\x9a\xc2\xfd]\xad\xfb;\x82\xa4\xeeC\x91\xb5C\xe2\xd2=UA\xf3Y\x88\xe9\x9c\x9d\xf4\xcb\xfd\x90\xbe\xf5}'
